word,pos,definition
TOMMY,n.,"A truck, or barter; the exchange of labor for goods, not money."
TONED,imp. & p. p.,of Tone
TONED,a.,"Having (such) a tone; -- chiefly used in composition; as, high-toned; sweet-toned."
TONGE,n.,Tongue.
TONGA,n.,"A drug useful in neuralgia, derived from a Fijian plant supposed to be of the aroid genus Epipremnum."
TONGO,n.,The mangrove; -- so called in the Pacific Islands.
TONGS,n. pl.,"An instrument, usually of metal, consisting of two parts, or long shafts, jointed together at or near one end, or united by an elastic bow, used for handling things, especially hot coals or metals; -- often called a pair of tongs."
TONIC,a.,"Of or relating to tones or sounds; specifically (Phon.), applied to, or distingshing, a speech sound made with tone unmixed and undimmed by obstruction, such sounds, namely, the vowels and diphthongs, being so called by Dr. James Rush (1833) "" from their forming the purest and most plastic material of intonation."""
TONIC,a.,"Of or pertaining to tension; increasing tension; hence, increasing strength; as, tonic power."
TONIC,a.,"Increasing strength, or the tone of the animal system; obviating the effects of debility, and restoring healthy functions."
TONIC,n.,A tonic element or letter; a vowel or a diphthong.
TONIC,n.,"The key tone, or first tone of any scale."
TONIC,n.,"A medicine that increases the strength, and gives vigor of action to the system."
TONNE,n.,A tun.
TONUS,n.,"Tonicity, or tone; as, muscular tonus."
TEETH,pl. ,of Tooth
TOOTH,n.,"One of the hard, bony appendages which are borne on the jaws, or on other bones in the walls of the mouth or pharynx of most vertebrates, and which usually aid in the prehension and mastication of food."
TOOTH,n.,Fig.: Taste; palate.
TOOTH,n.,"Any projection corresponding to the tooth of an animal, in shape, position, or office; as, the teeth, or cogs, of a cogwheel; a tooth, prong, or tine, of a fork; a tooth, or the teeth, of a rake, a saw, a file, a card."
TOOTH,n.,"A projecting member resembling a tenon, but fitting into a mortise that is only sunk, not pierced through."
TOOTH,n.,"One of several steps, or offsets, in a tusk. See Tusk."
TOOTH,n.,"An angular or prominence on any edge; as, a tooth on the scale of a fish, or on a leaf of a plant"
TOOTH,n.,one of the appendages at the mouth of the capsule of a moss. See Peristome.
TOOTH,n.,"Any hard calcareous or chitinous organ found in the mouth of various invertebrates and used in feeding or procuring food; as, the teeth of a mollusk or a starfish."
TOOTH,v. t.,To furnish with teeth.
TOOTH,v. t.,"To indent; to jag; as, to tooth a saw."
TOOTH,v. t.,"To lock into each other. See Tooth, n., 4."
TOPAU,n.,The rhinocerous bird (a).
TOPAZ,n.,"A mineral occurring in rhombic prisms, generally yellowish and pellucid, also colorless, and of greenesh, bluish, or brownish shades. It sometimes occurs massive and opaque. It is a fluosilicate of alumina, and is used as a gem."
TOPAZ,n.,"Either one of two species of large, brilliantly colored humming birds of the Topaza, of South America and the West Indies."
TOPED,imp. & p. p.,of Tope
TOPER,n.,"One who topes, or drinks frequently or to excess; a drunkard; a sot."
TOPET,n.,The European crested titmouse.
TOPHI,pl. ,of Tophus
TOPIC,n.,"One of the various general forms of argument employed in probable as distinguished from demonstrative reasoning, -- denominated by Aristotle to`poi (literally, places), as being the places or sources from which arguments may be derived, or to which they may be referred; also, a prepared form of argument, applicable to a great variety of cases, with a supply of which the ancient rhetoricians and orators provided themselves; a commonplace of argument or oratory."
TOPIC,n.,"A treatise on forms of argument; a system or scheme of forms or commonplaces of argument or oratory; as, the Topics of Aristotle."
TOPIC,n.,An argument or reason.
TOPIC,n.,"The subject of any distinct portion of a discourse, or argument, or literary composition; also, the general or main subject of the whole; a matter treated of; a subject, as of conversation or of thought; a matter; a point; a head."
TOPIC,n.,"An external local application or remedy, as a plaster, a blister, etc."
TOPIC,a.,Topical.
TOQUE,n.,"A kind of cap worn in the 16th century, and copied in modern fashions; -- called also toquet."
TOQUE,n.,A variety of the bonnet monkey.
TORCH,n.,"A light or luminary formed of some combustible substance, as of resinous wood; a large candle or flambeau, or a lamp giving a large, flaring flame."
TORCH,n.,A flashlight.
TORET,n.,A Turret.
TORET,n.,"A ring for fastening a hawk's leash to the jesses; also, a ring affixed to the collar of a dog, etc."
TORSE,n.,A wreath.
TORSE,n.,A developable surface. See under Developable.
TORSK,n.,The cusk. See Cusk.
TORSK,n.,The codfish. Called also tusk.
TORSI,pl. ,of Torso
TORSO,n.,"The human body, as distinguished from the head and limbs; in sculpture, the trunk of a statue, mutilated of head and limbs; as, the torso of Hercules."
TORTA,n.,"a flat heap of moist, crushed silver ore, prepared for the patio process."
TORUS,n.,A lage molding used in the bases of columns.  Its profile is semicircular. See Illust. of Molding.
TORUS,n.,One of the ventral parapodia of tubicolous annelids. It usually has the form of an oblong thickening or elevation of the integument with rows of uncini or hooks along the center. See Illust. under Tubicolae.
TORUS,n.,"The receptacle, or part of the flower on which the carpels stand."
TORUS,n.,"See 3d Tore, 2."
TOSSY,a.,"Tossing the head, as in scorn or pride; hence, proud; contemptuous; scornful; affectedly indifferent; as, a tossy commonplace."
TOSTO,a.,Quick; rapid.
TOTAL,a.,"Whole; not divided; entire; full; complete; absolute; as, a total departure from the evidence; a total loss."
TOTAL,n.,"The whole; the whole sum or amount; as, these sums added make the grand total of five millions."
TOTED,imp. & p. p.,of Tote
TOTEM,n.,"A rude picture, as of a bird, beast, or the like, used by the North American Indians as a symbolic designation, as of a family or a clan."
TOTER,n.,"The stone roller. See Stone roller (a), under Stone."
TOTLY,v. i.,"To walk in a wavering, unsteady manner; to toddle; to topple."
TOTTY,a.,Unsteady; dizzy; tottery.
TOUCH,v. t.,"To come in contact with; to hit or strike lightly against; to extend the hand, foot, or the like, so as to reach or rest on."
TOUCH,v. t.,To perceive by the sense of feeling.
TOUCH,v. t.,To come to; to reach; to attain to.
TOUCH,v. t.,"To try; to prove, as with a touchstone."
TOUCH,v. t.,To relate to; to concern; to affect.
TOUCH,v. t.,"To handle, speak of, or deal with; to treat of."
TOUCH,v. t.,"To meddle or interfere with; as, I have not touched the books."
TOUCH,v. t.,To affect the senses or the sensibility of; to move; to melt; to soften.
TOUCH,v. t.,To mark or delineate with touches; to add a slight stroke to with the pencil or brush.
TOUCH,v. t.,To infect; to affect slightly.
TOUCH,v. t.,To make an impression on; to have effect upon.
TOUCH,v. t.,"To strike; to manipulate; to play on; as, to touch an instrument of music."
TOUCH,v. t.,"To perform, as a tune; to play."
TOUCH,v. t.,To influence by impulse; to impel forcibly.
TOUCH,v. t.,"To harm, afflict, or distress."
TOUCH,v. t.,"To affect with insanity, especially in a slight degree; to make partially insane; -- rarely used except in the past participle."
TOUCH,v. t.,"To be tangent to. See Tangent, a."
TOUCH,a.,To lay a hand upon for curing disease.
TOUCH,v. i.,"To be in contact; to be in a state of junction, so that no space is between; as, two spheres touch only at points."
TOUCH,v. i.,To fasten; to take effect; to make impression.
TOUCH,v. i.,"To treat anything in discourse, especially in a slight or casual manner; -- often with on or upon."
TOUCH,v. i.,"To be brought, as a sail, so close to the wind that its weather leech shakes."
TOUCH,v.,"The act of touching, or the state of being touched; contact."
TOUCH,v.,"The sense by which pressure or traction exerted on the skin is recognized; the sense by which the properties of bodies are determined by contact; the tactile sense. See Tactile sense, under Tactile."
TOUCH,v.,Act or power of exciting emotion.
TOUCH,v.,An emotion or affection.
TOUCH,v.,Personal reference or application.
TOUCH,v.,"A stroke; as, a touch of raillery; a satiric touch; hence, animadversion; censure; reproof."
TOUCH,v.,A single stroke on a drawing or a picture.
TOUCH,v.,Feature; lineament; trait.
TOUCH,v.,"The act of the hand on a musical instrument; bence, in the plural, musical notes."
TOUCH,v.,A small quantity intermixed; a little; a dash.
TOUCH,v.,A hint; a suggestion; slight notice.
TOUCH,v.,A slight and brief essay.
TOUCH,v.,"A touchstone; hence, stone of the sort used for touchstone."
TOUCH,v.,"Hence, examination or trial by some decisive standard; test; proof; tried quality."
TOUCH,v.,"The particular or characteristic mode of action, or the resistance of the keys of an instrument to the fingers; as, a heavy touch, or a light touch; also, the manner of touching, striking, or pressing the keys of a piano; as, a legato touch; a staccato touch."
TOUCH,v.,"The broadest part of a plank worked top and but (see Top and but, under Top, n.), or of one worked anchor-stock fashion (that is, tapered from the middle to both ends); also, the angles of the stern timbers at the counters."
TOUCH,n.,That part of the field which is beyond the line of flags on either side.
TOUCH,n.,A boys' game; tag.
TOUGH,superl.,"Having the quality of flexibility without brittleness; yielding to force without breaking; capable of resisting great strain; as, the ligaments of animals are remarkably tough."
TOUGH,superl.,"Not easily broken; able to endure hardship; firm; strong; as, tough sinews."
TOUGH,superl.,"Not easily separated; viscous; clammy; tenacious; as, tough phlegm."
TOUGH,superl.,"Stiff; rigid; not flexible; stubborn; as, a tough bow."
TOUGH,superl.,"Severe; violent; as, a tough storm."
TOURN,n.,A spinning wheel.
TOURN,n.,"The sheriff's turn, or court."
TOUSE,v. t. & i.,Alt. of Touze
TOUZE,v. t. & i.,To pull; to haul; to tear; to worry.
TOUSE,n.,A pulling; a disturbance.
TOUZE,v.t & i.,See Touse.
TOWED,imp. & p. p.,of Tow
TOWEL,n.,"A cloth used for wiping, especially one used for drying anything wet, as the person after a bath."
TOWEL,v. t.,To beat with a stick.
TOWER,n.,"A mass of building standing alone and insulated, usually higher than its diameter, but when of great size not always of that proportion."
TOWER,n.,"A projection from a line of wall, as a fortification, for purposes of defense, as a flanker, either or the same height as the curtain wall or higher."
TOWER,n.,"A structure appended to a larger edifice for a special purpose, as for a belfry, and then usually high in proportion to its width and to the height of the rest of the edifice; as, a church tower."
TOWER,n.,"A citadel; a fortress; hence, a defense."
TOWER,n.,"A headdress of a high or towerlike form, fashionable about the end of the seventeenth century and until 1715; also, any high headdress."
TOWER,n.,High flight; elevation.
TOWER,v. i.,"To rise and overtop other objects; to be lofty or very high; hence, to soar."
TOWER,v. t.,To soar into.
TOXIC,a.,Alt. of Toxical
TOXIN,n.,Alt. of Toxine
TOYED,imp. & p. p.,of Toy
TOYER,n.,One who toys; one who is full of trifling tricks; a trifler.
TRABU,n.,Same as Trubu.
TRACE,n.,"One of two straps, chains, or ropes of a harness, extending from the collar or breastplate to a whiffletree attached to a vehicle or thing to be drawn; a tug."
TRACE,v. t.,"A mark left by anything passing; a track; a path; a course; a footprint; a vestige; as, the trace of a carriage or sled; the trace of a deer; a sinuous trace."
